AcquireX Precursor Intensities,DDA Precursor Intensities,Log Ax,Log DDA
149347.47,11997707.00,5.17,7.08
416964.38,3021854.25,5.62,6.48
1037629.00,2777567.00,6.02,6.44
4849878.50,2233686.50,6.69,6.35
1298406.25,4477580.00,6.11,6.65
406711.47,8229509.00,5.61,6.92
1291975.50,3742096.00,6.11,6.57
1541979.88,3575213.25,6.19,6.55
440204.47,3315196.50,5.64,6.52
1201240.63,6011420.50,6.08,6.78
995138.25,7368322.50,6.00,6.87
941993.94,6390468.50,5.97,6.81
3995353.50,5353718.50,6.60,6.73
2922292.75,4341761.00,6.47,6.64
884163.50,4205932.00,5.95,6.62
160459.86,8432871.00,5.21,6.93
1096881.50,5649136.00,6.04,6.75
348549.72,4200044.00,5.54,6.62
945637.25,3125988.00,5.98,6.49
871637.56,5134729.50,5.94,6.71
452461.00,17673608.00,5.66,7.25
516539.59,16905752.00,5.71,7.23
2054232.50,6293324.50,6.31,6.80
491373.56,4131077.00,5.69,6.62
347547.09,5093267.00,5.54,6.71
566141.38,12390838.00,5.75,7.09
474259.22,9322954.00,5.68,6.97
3923332.25,3954354.25,6.59,6.60
1475809.50,1539360.13,6.17,6.19
421334.94,6256630.00,5.62,6.80
437785.16,19520972.00,5.64,7.29
373672.91,18109750.00,5.57,7.26
978925.13,5916019.50,5.99,6.77
390388.13,3436578.75,5.59,6.54
8083461.00,5673381.00,6.91,6.75
322464.09,101707376.00,5.51,8.01
410577.03,15206602.00,5.61,7.18
389392.28,4674699.00,5.59,6.67
4630104.50,4514378.50,6.67,6.65
2375271.50,4457894.50,6.38,6.65
257258.02,95080008.00,5.41,7.98
597212.81,51464032.00,5.78,7.71
3204522.50,14551417.00,6.51,7.16
1645349.00,9330310.00,6.22,6.97
460743.16,5604285.00,5.66,6.75
263541.41,20197660.00,5.42,7.31
469970.41,9538324.00,5.67,6.98
5265326.50,5562682.00,6.72,6.75
428760.03,4831687.00,5.63,6.68
3000649.00,6974280.50,6.48,6.84
160074.47,11731908.00,5.20,7.07
2679049.75,6836112.00,6.43,6.83
1912741.63,5950799.00,6.28,6.77
521780.59,5835843.50,5.72,6.77
2417197.00,6596069.50,6.38,6.82
453554.16,11645955.00,5.66,7.07
502399.50,5613964.50,5.70,6.75
7401462.00,4914149.00,6.87,6.69
399479.91,1091967.88,5.60,6.04
398696.78,5114917.50,5.60,6.71
3341618.75,7895338.00,6.52,6.90
2545267.75,6975939.00,6.41,6.84
1423938.13,4525696.00,6.15,6.66
361906.03,4373733.50,5.56,6.64
1748263.00,6067471.00,6.24,6.78
342380.41,10592627.00,5.53,7.03
508625.47,6905505.00,5.71,6.84
2362318.50,5738650.50,6.37,6.76
1778944.88,5626972.00,6.25,6.75
1705291.88,6523533.50,6.23,6.81
330032.63,27151242.00,5.52,7.43
594004.31,21050154.00,5.77,7.32
11253482.00,11656118.00,7.05,7.07
3301606.75,10063092.00,6.52,7.00
557952.81,8929333.00,5.75,6.95
501223.28,135256304.00,5.70,8.13
522854.84,12557418.00,5.72,7.10
1646874.63,7796207.50,6.22,6.89
1474317.88,4880509.50,6.17,6.69
501261.22,5369076.50,5.70,6.73
354332.31,45268248.00,5.55,7.66
630695.50,24338480.00,5.80,7.39
589437.81,23004656.00,5.77,7.36
566563.06,15195846.00,5.75,7.18
458078.19,6241276.50,5.66,6.80
195742.72,43674984.00,5.29,7.64
516053.78,20707932.00,5.71,7.32
10883784.00,11398377.00,7.04,7.06
2851979.00,4921104.50,6.46,6.69
1717184.63,4656545.50,6.23,6.67
329446.00,36252748.00,5.52,7.56
626322.25,20946876.00,5.80,7.32
2797372.75,6911391.00,6.45,6.84
616242.38,6707710.50,5.79,6.83
428768.84,4240692.00,5.63,6.63
161024.80,7010653.50,5.21,6.85
11802486.00,4781773.00,7.07,6.68
2285522.50,4156707.00,6.36,6.62
771506.25,3798280.00,5.89,6.58
534061.44,5237235.00,5.73,6.72
155587.66,17113082.00,5.19,7.23
4477661.50,4970301.00,6.65,6.70
5502862.50,4609241.00,6.74,6.66
989048.25,2042779.13,6.00,6.31
6179290.50,6640508.50,6.79,6.82
191573.61,22275278.00,5.28,7.35
3626721.50,15571271.00,6.56,7.19
1150494.88,14522242.00,6.06,7.16
4958372.50,5319526.50,6.70,6.73
3380511.25,10487307.00,6.53,7.02
668050.94,11288665.00,5.82,7.05
648609.44,7355402.50,5.81,6.87
3404950.50,6237305.50,6.53,6.79
645376.00,4784077.00,5.81,6.68
595274.88,6600891.00,5.77,6.82
440165.28,13067222.00,5.64,7.12
657268.94,9860719.00,5.82,6.99
5469305.00,8031138.50,6.74,6.90
1055537.63,3395176.25,6.02,6.53
722360.88,7027075.50,5.86,6.85
388171.97,21308322.00,5.59,7.33
669273.50,19249254.00,5.83,7.28
1474107.63,9877252.00,6.17,6.99
630553.38,2933508.50,5.80,6.47
622158.25,7017097.50,5.79,6.85
1125149.00,16070349.00,6.05,7.21
583629.94,15563222.00,5.77,7.19
556911.69,7617763.00,5.75,6.88
555730.50,5997034.00,5.74,6.78
474673.31,5355441.50,5.68,6.73
348709.00,32324856.00,5.54,7.51
468982.94,26893514.00,5.67,7.43
40626496.00,12227445.00,7.61,7.09
2747981.00,5339533.00,6.44,6.73
2375627.00,9747789.00,6.38,6.99
617453.25,30377296.00,5.79,7.48
844816.75,13265654.00,5.93,7.12
2949710.00,9060395.00,6.47,6.96
1128889.25,4296799.00,6.05,6.63
785663.88,6139745.50,5.90,6.79
643633.06,24923188.00,5.81,7.40
621363.31,13910219.00,5.79,7.14
923352.81,7383706.00,5.97,6.87
738279.88,2888526.00,5.87,6.46
697809.56,6106006.50,5.84,6.79
449465.53,18482174.00,5.65,7.27
431159.88,13287956.00,5.63,7.12
5065563.00,5425226.50,6.70,6.73
3699468.75,4151964.75,6.57,6.62
1203318.63,5748996.50,6.08,6.76
472735.56,25865970.00,5.67,7.41
680491.69,8204939.00,5.83,6.91
1141432.63,7635576.00,6.06,6.88
569557.13,4195015.50,5.76,6.62
494393.84,5412276.50,5.69,6.73
160692.55,19215702.00,5.21,7.28
694428.75,8819981.00,5.84,6.95
4340928.50,7383784.00,6.64,6.87
572201.38,5116133.50,5.76,6.71
559971.94,5809575.50,5.75,6.76
616656.81,24170402.00,5.79,7.38
682556.69,22444640.00,5.83,7.35
6449725.00,7106134.00,6.81,6.85
844104.19,5014284.50,5.93,6.70
829045.31,4908713.00,5.92,6.69
635707.31,13901795.00,5.80,7.14
641534.31,12651068.00,5.81,7.10
1414902.38,10467505.00,6.15,7.02
907361.44,3569478.75,5.96,6.55
633058.38,5037785.00,5.80,6.70
420921.66,15940785.00,5.62,7.20
573226.50,15469050.00,5.76,7.19
1840167.25,6561503.50,6.26,6.82
1016519.31,5739451.50,6.01,6.76
561282.69,4807712.50,5.75,6.68
218226.27,63926884.00,5.34,7.81
612300.69,15693022.00,5.79,7.20
24661176.00,4703258.50,7.39,6.67
6080699.00,4506090.50,6.78,6.65
587389.81,4722891.50,5.77,6.67
525540.63,38261444.00,5.72,7.58
834177.81,22835520.00,5.92,7.36
1127441.88,11622213.00,6.05,7.07
1079127.13,11489996.00,6.03,7.06
1020415.31,6378371.00,6.01,6.80
216893.50,41077888.00,5.34,7.61
622696.56,9543983.00,5.79,6.98
2010622.63,9080189.00,6.30,6.96
1338498.38,6505137.50,6.13,6.81
1249269.63,5779908.00,6.10,6.76
764055.94,37746384.00,5.88,7.58
634481.44,22366784.00,5.80,7.35
5140912.00,9973174.00,6.71,7.00
3310811.50,4978194.00,6.52,6.70
1639225.38,7666395.50,6.21,6.88
428126.00,8751025.00,5.63,6.94
619439.56,7294182.00,5.79,6.86
668106.00,7132307.50,5.82,6.85
563664.13,7016332.00,5.75,6.85
548252.19,5475747.50,5.74,6.74
871717.50,29868998.00,5.94,7.48
563234.44,13502762.00,5.75,7.13
5215962.50,5388258.00,6.72,6.73
790508.38,4556923.00,5.90,6.66
599447.63,4360046.00,5.78,6.64
308137.16,20827040.00,5.49,7.32
652207.06,7605890.00,5.81,6.88
8562615.00,5783869.50,6.93,6.76
1241871.00,5727622.00,6.09,6.76
657030.25,5543613.50,5.82,6.74
568033.38,22736204.00,5.75,7.36
563105.44,8273452.00,5.75,6.92
2062206.13,6971217.50,6.31,6.84
905966.56,4283905.50,5.96,6.63
759317.56,5107788.00,5.88,6.71
641740.06,17950062.00,5.81,7.25
541405.31,6208189.50,5.73,6.79
690470.63,5566877.00,5.84,6.75
522185.03,2311568.00,5.72,6.36
492332.28,5365427.00,5.69,6.73
310892.22,14155360.00,5.49,7.15
625773.00,12982556.00,5.80,7.11
14796949.00,5688378.50,7.17,6.75
5855718.00,5077650.50,6.77,6.71
979821.25,4974331.00,5.99,6.70
541983.81,48140708.00,5.73,7.68
481665.59,6750545.00,5.68,6.83
1017925.13,5999859.00,6.01,6.78
987571.00,4906518.50,5.99,6.69
757324.75,4695253.00,5.88,6.67
592975.56,46661200.00,5.77,7.67
553964.63,18690708.00,5.74,7.27
1386822.75,8469874.00,6.14,6.93
1119003.38,4304306.00,6.05,6.63
710454.38,6415799.50,5.85,6.81
1314359.13,13475919.00,6.12,7.13
718543.38,12282457.00,5.86,7.09
6476441.50,6059216.00,6.81,6.78
4000211.00,5190160.00,6.60,6.72
1410293.13,6720665.50,6.15,6.83
856956.31,5654090.00,5.93,6.75
892771.38,5279669.50,5.95,6.72
894276.63,5257055.00,5.95,6.72
746360.63,4043236.50,5.87,6.61
740613.69,4107023.50,5.87,6.61
398772.84,5091525.00,5.60,6.71
678065.19,4692053.50,5.83,6.67
6195398.50,3994320.75,6.79,6.60
930919.63,3078574.75,5.97,6.49
512360.53,6753994.00,5.71,6.83
530892.38,37781172.00,5.73,7.58
619062.81,6328120.50,5.79,6.80
12295064.00,5083648.50,7.09,6.71
1815633.75,4430020.50,6.26,6.65
662354.00,4195432.00,5.82,6.62
639730.19,30514624.00,5.81,7.48
621151.94,10917436.00,5.79,7.04
1567177.50,10101192.00,6.20,7.00
837544.25,6604202.00,5.92,6.82
782717.50,5707821.00,5.89,6.76
187333.83,25625522.00,5.27,7.41
808748.75,22562324.00,5.91,7.35
1029124.81,7671464.00,6.01,6.88
642576.69,3965557.50,5.81,6.60
566113.75,4271718.50,5.75,6.63
1304493.88,14756750.00,6.12,7.17
817581.06,8179015.00,5.91,6.91
5968177.00,5365200.50,6.78,6.73
1693959.25,3790247.75,6.23,6.58
790427.31,4326792.50,5.90,6.64
335019.00,84233192.00,5.53,7.93
727747.00,9822695.00,5.86,6.99
1606924.00,5856489.00,6.21,6.77
1543171.00,5077414.00,6.19,6.71
1362389.63,5133212.50,6.13,6.71
613342.00,53274596.00,5.79,7.73
682934.94,6459948.00,5.83,6.81
1596511.00,6160175.00,6.20,6.79
1460272.63,4439834.50,6.16,6.65
1338476.00,4122796.50,6.13,6.62
570290.56,29400880.00,5.76,7.47
643476.94,13763123.00,5.81,7.14
8990993.00,6149293.50,6.95,6.79
4556009.50,3509740.25,6.66,6.55
2349745.00,4132613.25,6.37,6.62
1291786.88,12067829.00,6.11,7.08
1137185.75,5594680.50,6.06,6.75
1193411.75,4758615.50,6.08,6.68
991213.50,3917950.50,6.00,6.59
821633.13,4299387.00,5.91,6.63
264571.41,5971572.50,5.42,6.78
647774.63,5456688.00,5.81,6.74
5356188.50,5251095.50,6.73,6.72
1177934.88,4288318.50,6.07,6.63
623250.25,5266294.50,5.79,6.72
316531.38,48927432.00,5.50,7.69
596049.44,6037971.50,5.78,6.78
17418632.00,5152548.50,7.24,6.71
1595184.00,5078350.00,6.20,6.71
800231.50,4264356.50,5.90,6.63
778145.75,29671420.00,5.89,7.47
775096.69,6721664.50,5.89,6.83
1957843.63,5068643.00,6.29,6.70
1171806.63,3909572.25,6.07,6.59
691075.19,4712770.50,5.84,6.67
562124.25,30752482.00,5.75,7.49
1238796.63,17056818.00,6.09,7.23
1623126.75,8829969.00,6.21,6.95
974465.38,8668223.00,5.99,6.94
759336.13,5186354.50,5.88,6.71
652598.19,30321064.00,5.81,7.48
689620.88,15329492.00,5.84,7.19
9539637.00,8554024.00,6.98,6.93
732717.56,3983286.50,5.86,6.60
659099.25,4276466.00,5.82,6.63
361162.13,9629768.00,5.56,6.98
862581.06,7942848.00,5.94,6.90
1793322.50,6967863.50,6.25,6.84
1456613.75,3424785.25,6.16,6.53
1388005.50,4214767.50,6.14,6.62
863185.81,47071336.00,5.94,7.67
1054643.88,7503055.00,6.02,6.88
2686719.25,6550222.00,6.43,6.82
1736184.88,6392052.00,6.24,6.81
1673201.75,6048410.00,6.22,6.78
1104554.13,7897138.50,6.04,6.90
1017592.25,5354385.00,6.01,6.73
8867479.00,4512300.50,6.95,6.65
3399982.25,4157315.75,6.53,6.62
1458977.88,3859654.50,6.16,6.59
815339.06,14547451.00,5.91,7.16
911537.06,13497232.00,5.96,7.13
4134259.00,4335118.50,6.62,6.64
1068688.38,3114963.75,6.03,6.49
851450.38,4415659.50,5.93,6.64
897949.06,7508950.50,5.95,6.88
845699.38,4323522.00,5.93,6.64
7003861.50,4315708.00,6.85,6.64
991905.00,4048893.25,6.00,6.61
839077.13,3818308.25,5.92,6.58
922698.19,51082004.00,5.97,7.71
798777.88,6217295.50,5.90,6.79
22958924.00,5467060.00,7.36,6.74
2425761.50,10396995.00,6.38,7.02
1340690.63,9612709.00,6.13,6.98
3031495.75,32704352.00,6.48,7.51
810942.06,5152537.50,5.91,6.71
2071716.63,4512719.00,6.32,6.65
1175230.75,3333722.25,6.07,6.52
1086823.75,3900105.50,6.04,6.59
880885.19,36474908.00,5.94,7.56
794558.94,9001472.00,5.90,6.95
1405020.00,6675735.00,6.15,6.82
1016480.44,4771203.00,6.01,6.68
802120.25,5901477.50,5.90,6.77
591335.94,35983016.00,5.77,7.56
862902.81,23491384.00,5.94,7.37
10257203.00,14077680.00,7.01,7.15
929822.44,10778098.00,5.97,7.03
735509.63,4112625.00,5.87,6.61
509065.72,13378681.00,5.71,7.13
809895.44,10674619.00,5.91,7.03
1889364.88,10417025.00,6.28,7.02
1819078.88,1906112.13,6.26,6.28
1267872.50,4330524.00,6.10,6.64
534318.44,50233808.00,5.73,7.70
792774.44,5665159.50,5.90,6.75
2176571.25,4678174.00,6.34,6.67
1824649.88,3700551.00,6.26,6.57
1304033.75,3655168.25,6.12,6.56
768998.81,9134346.00,5.89,6.96
961501.69,7697579.00,5.98,6.89
2533634.75,7070249.50,6.40,6.85
1018925.06,7012226.00,6.01,6.85
917373.38,5683124.50,5.96,6.75
799423.69,17297940.00,5.90,7.24
1027310.31,8053944.00,6.01,6.91
3019312.00,5454253.50,6.48,6.74
1012370.25,5226319.50,6.01,6.72
929702.25,4739829.00,5.97,6.68
908830.50,19129502.00,5.96,7.28
1225807.38,10318197.00,6.09,7.01
9359384.00,5812368.00,6.97,6.76
1406776.38,5623633.50,6.15,6.75
836008.69,4464087.00,5.92,6.65
1103055.50,58519228.00,6.04,7.77
1094136.13,4484895.00,6.04,6.65
29945626.00,4338962.50,7.48,6.64
2450599.25,3983995.50,6.39,6.60
1076593.25,4269859.50,6.03,6.63
668986.94,37490200.00,5.83,7.57
868385.94,34240132.00,5.94,7.53
19073024.00,11573877.00,7.28,7.06
2112475.75,8889316.00,6.32,6.95
1562158.13,4237380.50,6.19,6.63
1073283.00,46200352.00,6.03,7.66
1482311.63,7029643.00,6.17,6.85
1276018.75,6558246.00,6.11,6.82
1127959.38,4040646.75,6.05,6.61
991764.00,3846621.75,6.00,6.59
809955.19,37430588.00,5.91,7.57
825569.25,10874211.00,5.92,7.04
12821017.00,8539816.00,7.11,6.93
800872.69,5475943.50,5.90,6.74
798302.06,4784314.00,5.90,6.68
361112.28,19434996.00,5.56,7.29
777222.81,11822364.00,5.89,7.07
10440138.00,11721538.00,7.02,7.07
2308621.50,10045869.00,6.36,7.00
1906719.38,3756111.25,6.28,6.57
1754422.50,55610400.00,6.24,7.75
1038777.44,14417214.00,6.02,7.16
2301252.75,8600305.00,6.36,6.93
1170607.50,5345461.00,6.07,6.73
1070536.25,4292591.50,6.03,6.63
805225.00,11149386.00,5.91,7.05
967184.75,4967281.50,5.99,6.70
2634544.50,4795415.00,6.42,6.68
1083817.50,4388252.50,6.03,6.64
916981.50,4076271.25,5.96,6.61
245158.36,17515262.00,5.39,7.24
740063.31,15558743.00,5.87,7.19
1466500.38,13512728.00,6.17,7.13
1049760.13,12550096.00,6.02,7.10
962674.13,5034335.50,5.98,6.70
831196.13,16303233.00,5.92,7.21
1014295.44,7073747.00,6.01,6.85
7602195.00,4552456.50,6.88,6.66
1003575.50,4289342.50,6.00,6.63
859486.31,4791306.00,5.93,6.68
380830.75,74411272.00,5.58,7.87
927936.06,9308697.00,5.97,6.97
48278900.00,6684130.50,7.68,6.83
2610808.50,5782735.50,6.42,6.76
1152289.63,4621942.00,6.06,6.66
1348752.50,5258329.50,6.13,6.72
1018524.19,4764791.50,6.01,6.68
100404648.00,4102806.75,8.00,6.61
2930989.50,4050407.25,6.47,6.61
1722138.25,4701027.00,6.24,6.67
334806.31,51901252.00,5.52,7.72
943234.88,35517076.00,5.97,7.55
1906696.00,10140831.00,6.28,7.01
1660300.63,4359605.50,6.22,6.64
1276306.50,3586275.50,6.11,6.55
998252.38,36520624.00,6.00,7.56
1064843.50,5506522.00,6.03,6.74
15733319.00,5345988.50,7.20,6.73
1403026.00,4383492.00,6.15,6.64
1048571.06,3533114.00,6.02,6.55
793411.63,27772784.00,5.90,7.44
919762.75,10831838.00,5.96,7.03
10955901.00,6552702.50,7.04,6.82
2080918.75,6433736.00,6.32,6.81
1949246.63,5756034.50,6.29,6.76
890140.31,52819616.00,5.95,7.72
982165.50,15315925.00,5.99,7.19
1995895.13,14771627.00,6.30,7.17
1305314.38,10977652.00,6.12,7.04
1100671.25,4227184.00,6.04,6.63
402302.13,15058928.00,5.60,7.18
1263854.13,13092502.00,6.10,7.12
2937929.25,12667072.00,6.47,7.10
1717245.13,5440448.50,6.23,6.74
1566832.25,3907722.75,6.20,6.59
835779.06,12888339.00,5.92,7.11
848361.44,5503055.00,5.93,6.74
925999.00,5085336.00,5.97,6.71
847535.69,4510863.50,5.93,6.65
831194.88,3969668.00,5.92,6.60
1399939.63,24232022.00,6.15,7.38
978544.94,14315894.00,5.99,7.16
7484902.50,13275965.00,6.87,7.12
1143485.25,11392206.00,6.06,7.06
880578.56,5089690.00,5.94,6.71
749671.94,80351024.00,5.87,7.90
1013576.06,8207872.00,6.01,6.91
84000928.00,5305009.00,7.92,6.72
4179048.75,4944619.50,6.62,6.69
1058271.38,4369919.00,6.02,6.64
298524.41,7790906.50,5.47,6.89
1130711.50,5562207.50,6.05,6.75
126344792.00,5252426.50,8.10,6.72
3846476.75,4340404.00,6.59,6.64
1424700.50,3729617.75,6.15,6.57
1749642.63,54350864.00,6.24,7.74
838380.31,6647886.00,5.92,6.82
1654777.00,5787475.50,6.22,6.76
1462347.00,3753241.25,6.17,6.57
1018724.06,2996039.00,6.01,6.48
985477.88,38270404.00,5.99,7.58
1081784.75,31404966.00,6.03,7.50
18827512.00,8175801.00,7.27,6.91
1434025.38,4029342.75,6.16,6.61
946903.06,3234117.00,5.98,6.51
641379.00,27522510.00,5.81,7.44
1052946.50,5776216.00,6.02,6.76
2596890.00,5431562.00,6.41,6.73
2150880.25,2764688.75,6.33,6.44
1389255.88,3951704.00,6.14,6.60
297061.78,54738472.00,5.47,7.74
863948.06,11661655.00,5.94,7.07
10255961.00,8067399.50,7.01,6.91
2783206.75,7890261.50,6.44,6.90
1418346.25,5768581.00,6.15,6.76
1191635.63,24185758.00,6.08,7.38
1189626.25,13899441.00,6.08,7.14
4154545.75,13621682.00,6.62,7.13
1763673.00,12501546.00,6.25,7.10
1684641.13,3361378.50,6.23,6.53
370374.34,23212900.00,5.57,7.37
1187068.25,11900126.00,6.07,7.08
1316130.50,10806503.00,6.12,7.03
1256587.25,4314943.00,6.10,6.63
1075941.50,3802252.50,6.03,6.58
968219.88,35460012.00,5.99,7.55
1201150.75,5335799.50,6.08,6.73
7349109.50,5135253.00,6.87,6.71
869305.06,3638099.75,5.94,6.56
868496.63,3466949.50,5.94,6.54
231298.00,80481656.00,5.36,7.91
899543.38,14825459.00,5.95,7.17
3746852.00,13839071.00,6.57,7.14
1036066.19,12342852.00,6.02,7.09
882665.88,4366498.00,5.95,6.64
763431.63,8271779.00,5.88,6.92
964185.19,6956489.50,5.98,6.84
98442968.00,5392801.50,7.99,6.73
68899872.00,4981803.00,7.84,6.70
3302754.00,3718275.50,6.52,6.57
2428001.25,20288532.00,6.39,7.31
790423.63,5412699.50,5.90,6.73
1789416.50,4613560.00,6.25,6.66
1685869.25,49502348.00,6.23,7.69
1533887.38,4512803.00,6.19,6.65
1430416.50,37861480.00,6.16,7.58
968244.88,7046040.00,5.99,6.85
14641616.00,6321028.00,7.17,6.80
1042934.38,3759750.75,6.02,6.58
1037712.56,3542927.75,6.02,6.55
358867.81,28812466.00,5.55,7.46
807266.63,25098644.00,5.91,7.40
2346325.75,9765610.00,6.37,6.99
2272260.00,3681052.75,6.36,6.57
966113.69,4119441.00,5.99,6.61
2531593.75,48585824.00,6.40,7.69
1129654.25,8473455.00,6.05,6.93
13259543.00,5395567.00,7.12,6.73
2425458.50,3300897.75,6.38,6.52
1794169.63,3681240.25,6.25,6.57
337117.56,23224432.00,5.53,7.37
928378.75,12126814.00,5.97,7.08
2571008.75,7719207.00,6.41,6.89
1327679.63,6327531.50,6.12,6.80
1292624.63,4222816.50,6.11,6.63
1009459.19,18960250.00,6.00,7.28
1029614.06,12947414.00,6.01,7.11
1316812.63,12557573.00,6.12,7.10
982696.00,11928847.00,5.99,7.08
969385.00,3871814.50,5.99,6.59
956520.88,29304504.00,5.98,7.47
1065125.75,11355038.00,6.03,7.06
7334290.50,11309111.00,6.87,7.05
1044544.56,4458331.00,6.02,6.65
1000686.50,3036310.50,6.00,6.48
989187.00,69426048.00,6.00,7.84
1198344.25,5637142.00,6.08,6.75
2717481.50,4382668.00,6.43,6.64
1039320.44,2997720.75,6.02,6.48
852087.56,3635627.25,5.93,6.56
332786.97,13762787.00,5.52,7.14
747458.19,13473695.00,5.87,7.13
149383152.00,11545452.00,8.17,7.06
2918113.50,7887769.50,6.47,6.90
2195588.75,5094288.00,6.34,6.71
515403.97,5540791.00,5.71,6.74
1106741.50,5358660.00,6.04,6.73
2509327.50,4774978.00,6.40,6.68
2064197.88,3458025.50,6.31,6.54
1929436.50,3323735.25,6.29,6.52
1565322.88,47359136.00,6.19,7.68
1214356.75,32921194.00,6.08,7.52
16911734.00,4373742.00,7.23,6.64
1162401.50,3460727.50,6.07,6.54
1138765.75,4812490.50,6.06,6.68
471692.44,39929284.00,5.67,7.60
804244.31,8493123.00,5.91,6.93
98886664.00,6647588.00,8.00,6.82
2518955.25,4769609.00,6.40,6.68
1631894.88,4077430.50,6.21,6.61
1001338.44,49470752.00,6.00,7.69
1181344.75,34341632.00,6.07,7.54
13543460.00,11337740.00,7.13,7.05
3332208.75,2721641.75,6.52,6.43
2026793.00,3372797.75,6.31,6.53
901860.88,15423489.00,5.96,7.19
1013152.88,7189450.00,6.01,6.86
2411611.00,6078510.00,6.38,6.78
1407023.38,5628172.50,6.15,6.75
1350002.13,3456491.50,6.13,6.54
2939283.75,8571265.00,6.47,6.93
1054464.00,5892181.50,6.02,6.77
1456488.88,5183517.00,6.16,6.71
1411949.63,4186631.75,6.15,6.62
1233469.13,5160051.50,6.09,6.71
463226.16,15209713.00,5.67,7.18
1008297.38,15014339.00,6.00,7.18
7840493.00,11476015.00,6.89,7.06
1041937.25,6892720.50,6.02,6.84
931014.75,3080458.25,5.97,6.49
593757.50,85240744.00,5.77,7.93
962737.75,11003534.00,5.98,7.04
3619871.25,9757099.00,6.56,6.99
2106643.75,2691051.00,6.32,6.43
1225545.25,5873621.00,6.09,6.77
1260463.00,12536285.00,6.10,7.10
1098039.50,6352373.00,6.04,6.80
21827194.00,5506154.00,7.34,6.74
2937322.00,5241472.00,6.47,6.72
2620899.25,4170471.75,6.42,6.62
248885.25,115630440.00,5.40,8.06
886070.25,11900234.00,5.95,7.08
1359174.25,10254762.00,6.13,7.01
1272833.75,7888103.50,6.10,6.90
1100918.25,5364481.50,6.04,6.73
882654.00,47981084.00,5.95,7.68
820511.63,5274779.50,5.91,6.72
18603530.00,3718355.50,7.27,6.57
1888156.63,3698048.00,6.28,6.57
1313431.88,3617660.75,6.12,6.56
796605.31,36534644.00,5.90,7.56
1091227.13,32635802.00,6.04,7.51
3034201.75,5573209.00,6.48,6.75
2243982.75,4401279.50,6.35,6.64
1160199.38,5535808.50,6.06,6.74
1069685.63,49228952.00,6.03,7.69
1043359.81,8818214.00,6.02,6.95
12818977.00,7321347.00,7.11,6.86
2399226.50,4744510.00,6.38,6.68
1610984.38,5156362.00,6.21,6.71
935190.63,186990912.00,5.97,8.27
1154919.88,47265668.00,6.06,7.67
127922832.00,32365344.00,8.11,7.51
2417796.75,14004952.00,6.38,7.15
1589297.75,4646349.00,6.20,6.67
636233.81,10062225.00,5.80,7.00
1466223.00,7044599.50,6.17,6.85
1785490.63,6722434.00,6.25,6.83
1536630.13,4206287.50,6.19,6.62
1039307.31,3706889.50,6.02,6.57
281138.00,22211998.00,5.45,7.35
766212.88,16542144.00,5.88,7.22
8442017.00,6705158.00,6.93,6.83
754032.63,5395313.50,5.88,6.73
731597.94,4623914.00,5.86,6.67
563507.94,89125248.00,5.75,7.95
898191.56,14099768.00,5.95,7.15
3940455.50,12361983.00,6.60,7.09
2525505.75,3596234.75,6.40,6.56
1349622.50,4588416.00,6.13,6.66
727048.88,12178183.00,5.86,7.09
1067736.88,12076318.00,6.03,7.08
5925952.00,10532102.00,6.77,7.02
3015244.25,5277800.00,6.48,6.72
2598888.75,5472932.00,6.41,6.74
260301.61,61870632.00,5.42,7.79
850461.38,6112800.00,5.93,6.79
2098419.50,6042787.50,6.32,6.78
1963892.50,5402572.50,6.29,6.73
1113787.00,4200458.50,6.05,6.62
2980978.75,42806020.00,6.47,7.63
906476.81,10982098.00,5.96,7.04
17807406.00,10784937.00,7.25,7.03
1764501.00,8269710.50,6.25,6.92
1530383.00,3809072.50,6.18,6.58
1117308.00,39330600.00,6.05,7.59
999282.44,6551638.50,6.00,6.82
2555416.75,4764963.50,6.41,6.68
2155630.75,4290373.00,6.33,6.63
1749039.38,3627641.75,6.24,6.56
374126.28,34929832.00,5.57,7.54
1122555.25,30860492.00,6.05,7.49
14672084.00,5223027.50,7.17,6.72
2243505.25,4552473.00,6.35,6.66
1973193.00,3327889.75,6.30,6.52
1192624.75,69993616.00,6.08,7.85
847036.19,8106832.50,5.93,6.91
1724459.75,7678884.50,6.24,6.89
1648348.38,7149562.50,6.22,6.85
1310900.50,5187031.50,6.12,6.71
1175360.50,36957828.00,6.07,7.57
1218936.75,20712778.00,6.09,7.32
1423951.75,14899622.00,6.15,7.17
1173415.00,14242609.00,6.07,7.15
1023801.56,3736951.75,6.01,6.57
912075.00,13853312.00,5.96,7.14
997592.06,7735284.50,6.00,6.89
7731336.00,5992377.50,6.89,6.78
1259785.38,3139684.50,6.10,6.50
990406.44,3543269.75,6.00,6.55
711397.81,81080088.00,5.85,7.91
1396438.88,14729055.00,6.15,7.17
4481362.50,6660387.00,6.65,6.82
1943848.13,5727687.00,6.29,6.76
1157399.75,3901893.25,6.06,6.59
834725.25,15336462.00,5.92,7.19
1149716.25,11392892.00,6.06,7.06
3384500.00,11124532.00,6.53,7.05
2738312.50,3817045.00,6.44,6.58
2229443.75,4344748.50,6.35,6.64
928007.31,26757252.00,5.97,7.43
882505.44,13734467.00,5.95,7.14
99391072.00,7514284.50,8.00,6.88
2404387.75,4064426.25,6.38,6.61
